player_name,team,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts
Willie Herenton,Miami FL,16,2.3,124.9,18,54.5,58.58,3.8,3.9,0,0,2,2,1,0,3,0,4,8,0.5,0,0,18.2,1,0.267996,128.971,2.7,112.815,107.737,0.140228,3.4016,-3.56055,2.72009,-6.28063,3.1572,1.875,5.19706,-2.03985,0.0625,0.0625,0.125,0,0,0,0.875
Alex Michael,Wofford,11,1.6,89.8,16.3,50,50,6,23.7,15.3,34.6,0,0,0,2,3,0.667,0,1,0,0,2.8,0,0,-0.0385991,81.6316,3.8,94.9761,96.5935,0.217714,4.52842,-0.00478733,-2.8679,2.86312,-0.327361,2.7692,-3.12969,2.80233,0.0769,0.3077,0.3846,0.1538,0.3077,0,0.6154
Drew Cottrell,Wofford,11,1.9,37.7,7.9,0,0,0,5,11.1,30.1,0,1,0,0,0,0,0,2,0,4.9,2.4,50,0,-0.465898,28.3819,8,98.8685,100.195,0.230785,4.64767,-1.27608,-4.72177,3.44569,-7.02899,3.7143,-9.12735,2.09836,0,0.3571,0.3571,0.1429,0.0714,0.0714,0.2143
Jake Weyhrich,Western Illinois,7,0.6,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.326114,-6.52275,11.4,99.0502,97.5351,0.110774,1.51897,-14.4846,-10.1368,-4.34787,-7.62715,1,-7.93142,0.304268,0,0.4286,0.4286,0,0,0,0
Zaire Mateen,Northern Illinois,20,10.8,101.1,14.2,50,51.04,0.9,9.1,11.9,17.7,4,7,0.571,4,12,0.333,7,17,0.412,0,2.5,24.1,1,0.141203,93.3442,2,107.673,105.326,0.54376,20.5556,-3.76618,-2.45157,-1.31461,-4.97135,7.1905,-3.52775,-1.44359,0.0476,0.5238,0.5714,0.5238,0.3333,0,1.7619
Alize Travis,Northern Illinois,6,5.1,46,9.2,0,25.64,0,12.3,15.7,68,1,2,0.5,0,0,0,0,1,0,2,0.9,200,2,-1.8507,36.9524,4.8,106.844,106.499,0.895325,10.0664,-5.66166,-6.54389,0.882225,-6.43976,12.4286,-6.77059,0.330832,0,1.1429,1.1429,1.7143,0.4286,0.1429,0.8571
Trendon Hankerson,Northern Illinois,21,30.3,74,10.6,38.9,40.25,1.5,12.4,7.6,31.1,3,4,0.75,9,22,0.409,8,32,0.25,3.1,1.8,7.4,0,-1.42693,65.3539,5.6,105.007,104.689,1.59898,72.4283,-0.767941,-2.98459,2.21665,-2.67433,18.7143,-4.24494,1.57062,0.2381,2,2.2381,0.9048,0.5714,0.4286,2.1429
Benjamin Litteken,Miami OH,8,0.8,62.1,21.2,25,22.35,10.9,0,0,0,0,1,0,1,1,1,0,3,0,0,0,25,1,-0.103527,63.5904,4,113.994,114.05,0.0668316,1.06031,-12.226,-4.73763,-7.4884,-13.5252,1.8,-7.58878,-5.93647,0.1,0,0.1,0.1,0,0,0.4
James McLean,Harvard,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.654444,-6.84205,0,111.125,120.269,0.0637763,0.212925,-2.55985,-1.8665,-0.693353,-10.189,2,-6.8039,-3.3851,0,0,0,0,0,0,0
Davis Long,Delaware,10,1.3,93.5,4.5,0,0,0,7.2,19.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0926813,71.747,0,118.57,115.728,0.0809928,1.88943,-10.8262,-5.82611,-5.00008,-8.30725,3.5,-4.20013,-4.10713,0.0833,0.3333,0.4167,0.3333,0,0,0.6667
Sasha French,Albany,21,8.7,70.9,18.1,38.9,44.55,11,14.4,5.6,39.6,5,7,0.714,7,18,0.389,0,0,0,4.4,0,38.9,1,-0.362289,67.2236,8.8,105.157,110.132,0.346018,17.796,-10.2657,-9.41043,-0.855276,-12.2459,5.6818,-10.9083,-1.33766,0.5455,0.6818,1.2273,0.1364,0,0.2273,1.3636
Ben Perez,Iona,28,60.6,119.3,12.6,59.2,61.33,3.1,11,7,12.2,30,39,0.769,25,42,0.595,50,127,0.394,0.6,2,23.1,2,1.67056,104.308,2.3,108.185,111.392,1.79118,140.451,0.967185,1.90631,-0.939121,0.413829,28.5714,0.91434,-0.500512,0.75,2.8929,3.6429,1.1071,1,0.1429,8.2143
Tiandre Jackson-Young,UT Arlington,32,56.7,116.6,13.5,55.1,56.07,5,11.6,6.4,9.3,15,21,0.714,36,77,0.468,45,111,0.405,0.8,1.1,11.2,2,1.52896,106.884,2.8,103.443,102.495,2.12218,117.883,1.66074,1.38256,0.278175,2.00005,23,1.59854,0.401517,1.0303,2.3333,3.3636,0.6667,0.4242,0.1515,6.7273
Jalen Tuck,Troy,4,0.2,200,13.2,100,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.163949,181.953,0,120.282,124.464,0.00866586,0.183764,-0.272234,5.39128,-5.66351,7.41338,2.3333,9.06596,-1.65259,0,0.1667,0.1667,0,0,0,1
Tim Graham,Wagner,8,5.2,110.6,21,59.5,58.95,5.5,10.7,10,14.9,2,4,0.5,5,6,0.833,5,15,0.333,6.9,1,19,2,0.549238,109.29,9,104.704,107.23,0.559205,9.92708,0.539325,0.697258,-0.157933,-0.0579574,7.2222,-0.497905,0.439948,0.3333,0.7778,1.1111,0.3333,0.1111,0.3333,3
Leon Sneed,Prairie View A&M,14,9,93,11.5,42.9,48,2.6,5.9,17.9,27.3,6,10,0.6,6,14,0.429,0,0,0,0,4,71.4,2,-0.18412,81.4189,6.2,100.08,101.654,0.847649,24.432,-2.82253,-3.06867,0.246133,-2.70128,8.6667,-4.7141,2.01282,0.2,0.4,0.6,1.0667,0.6,0,1.2
Wyatt Battaile,Louisville,7,0.8,16.6,17.5,0,0,0,19.6,14.7,30.3,0,0,0,0,0,0,0,3,0,0,0,0,0,-0.388266,16.2542,0,100.903,99.7337,0.162084,1.87709,-9.5148,-10.33,0.81516,-12.9429,1.5714,-11.3141,-1.62886,0,0.2857,0.2857,0.1429,0,0,0
Charles Norman,Troy,22,28.3,109.4,17,52.2,56.54,1.1,7.5,6,12.7,22,26,0.846,3,11,0.273,30,81,0.37,0.3,1.4,28.3,2,0.86855,104.862,2.5,113.579,112.661,0.838275,46.0154,-2.65301,1.07008,-3.72309,-0.946585,14.8333,1.04425,-1.99083,0.125,1.0417,1.1667,0.5833,0.4167,0.0417,5.375
Ty Dalton,Houston Baptist,22,41,112.7,18.8,55.4,59.72,7.3,15.1,16.8,20.5,40,51,0.784,52,94,0.553,13,35,0.371,0.2,1.8,39.5,1,1.36662,106.312,3.4,110.154,114.994,1.04842,84.9934,-0.179467,1.63667,-1.81614,-0.805805,20.3333,1.07738,-1.88319,1.375,2.5833,3.9583,1.8333,0.7083,0.0833,8
Devonte Patterson,Prairie View A&M,32,64.6,104.1,24.6,51.3,56.64,7.7,12.6,8.9,18.8,124,172,0.721,133,232,0.573,13,65,0.2,0.8,2.7,57.9,2,1.77962,106.15,4.5,100.304,107.185,2.12059,172.748,-0.0794986,0.275424,-0.354923,-0.0773739,27.2121,0.298287,-0.375661,2,2.8182,4.8182,1.1818,1.3333,0.1818,13.0909
Zac Saddler,North Dakota,6,1.6,58.3,18.6,0,0,33.8,14.1,0,17.8,0,0,0,0,2,0,0,2,0,0,3.3,0,1,-0.298735,57.0733,0,104.247,101.437,0.275493,3.43753,-15.678,-9.25682,-6.42119,-10.0324,5,-3.72927,-6.30309,0.7778,0.8889,1.6667,0.3333,0.2222,0.1111,1.1111
Jare'l Spellman,Sacred Heart,31,64,105.5,16.2,53,53.28,10,21.5,2.3,14.7,32,61,0.525,105,194,0.541,6,21,0.286,11.9,0.9,28.4,2,0.762459,96.0393,4.3,100.189,104.081,2.25488,195.099,1.28661,-2.21925,3.50587,0.777888,25.6562,-0.775806,1.55369,2.2188,5.125,7.3438,0.3438,0.4062,2.9688,8.375
Allen Hatchett Jr.,South Carolina St,32,41.5,78.4,13.2,35.7,39.36,3.5,12,6.4,23,17,25,0.68,15,42,0.357,15,63,0.238,2,1.6,23.8,0,-1.09042,68.5131,4.2,110.274,116.241,0.760746,94.7776,-5.64408,-3.70999,-1.93408,-6.59769,17,-4.86238,-1.7353,0.5294,1.5,2.0294,0.5588,0.5588,0.2941,3.1765
Jamir Coleman,Central Connecticut,28,67.2,106.5,21.8,48,53.4,6.9,18.2,7.7,13.9,73,85,0.859,99,210,0.471,23,68,0.338,2.9,2.1,30.6,2,1.72717,105.347,2.7,106.117,109.417,1.93503,161.532,-1.59263,-0.702622,-0.890009,0.889557,28.5333,1.68261,-0.793048,1.7,4.4667,6.1667,0.9333,1.0667,0.7,12.1
Thai Segwai,Central Connecticut,23,24.2,73.1,17.4,42,48.39,2.4,9.3,16.4,40.4,18,27,0.667,14,35,0.4,3,9,0.333,0,1,61.4,0,-0.815962,68.0689,4.6,113.107,115.953,0.568355,42.6917,-11.003,-7.54288,-3.46009,-11.1974,12.92,-7.77291,-3.42444,0.28,1.04,1.32,1.2,0.24,0,2.4
DaJion Henderson,Tennessee St,27,28.6,95.7,19.3,64.1,62.24,15.3,13.7,8.5,33.4,16,31,0.516,41,64,0.641,0,0,0,1.1,1.2,48.4,2,0.269031,93.9992,8.9,110.094,110.994,0.759434,53.9824,-3.20124,-1.7802,-1.42104,-5.36623,11.6207,-3.78128,-1.58495,1.5862,1.3448,2.931,0.4828,0.2414,0.1379,3.6552
John Norvel,Northwestern St,28,39.8,82.3,16.3,37.9,41.31,2.4,7.8,16,22.4,18,27,0.667,12,43,0.279,19,64,0.297,0.5,2.6,25.2,2,-0.645762,75.7755,4,107.785,110.919,1.02474,76.2584,-5.27959,-3.40277,-1.87682,-5.40084,16.5484,-4.86393,-0.536907,0.4516,1.1935,1.6452,1.3548,0.7742,0.0968,4.0645
Huthifah Abdeljawad,Hawaii,9,0.9,80.3,11,0,25.64,0,24.3,15.9,0,1,2,0.5,0,1,0,0,0,0,0,0,200,1,-0.0802702,66.6389,4,102.975,109.595,0.076586,1.70289,-8.41465,-6.85905,-1.5556,-9.67552,1.4,-8.19025,-1.48527,0,0.2,0.2,0.1,0,0,0.1
Eddie Stansberry,Hawaii,28,65.8,100.1,19.6,50.2,51.95,1.3,11,5.6,11,28,37,0.757,38,80,0.475,67,196,0.342,1,1.3,13.4,2,0.958708,97.5947,2.2,103.795,106.356,2.18499,126.265,-1.85157,-0.127518,-1.72405,-1.09118,27.4,0.21959,-1.31077,0.3,2.4,2.7,0.7333,0.6333,0.2667,11.3333
Trevor Blackmon,Southern Univ,6,1.7,24.6,21.9,0,11.3,0,0,16.4,51,1,3,0.333,0,1,0,0,2,0,0,2.8,100,0,-0.756183,25.1954,7.6,111.132,109.288,0.244973,3.12904,-23.0982,-16.8713,-6.22684,-16.0427,3.5,-13.4968,-2.54586,0,0,0,0.3333,0.1667,0,0.1667
Destin Dunton,Southern Univ,19,25.9,86.5,14.3,36.2,45.92,3,8.1,14.7,26.8,24,34,0.706,17,39,0.436,0,8,0,0.4,2.9,72.3,2,-0.680603,75.8087,4.2,108.448,117.805,0.680829,54.7477,-4.41045,-3.64754,-0.762913,-5.38487,16.9474,-4.99704,-0.38783,0.4211,1.0526,1.4737,1.3158,0.8421,0.0526,3.0526
Brendon Brooks,Southern Univ,28,30.2,90.5,18.2,38.5,46.87,1,4.2,17.4,23.2,30,33,0.909,17,40,0.425,12,51,0.235,0,1.9,36.3,0,-0.0791953,85.7511,3.8,112.264,116.847,0.585024,52.6919,-7.26098,-3.12414,-4.13684,-6.50543,13.6897,-4.08142,-2.42401,0.1034,0.4138,0.5172,1.2069,0.4138,0,3.6552
Kyle Atkins,Quinnipiac,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.326969,-6.76912,0,115.65,127.506,0.00677311,0.19658,-6.10778,-3.44931,-2.65847,-10.4473,1,-5.89968,-4.54765,0,0,0,0,0,0,0
Jack Higgins,Quinnipiac,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.326969,-6.76912,0,115.65,127.506,0.00677311,0.19658,-6.10778,-3.44931,-2.65847,-10.4473,1,-5.89968,-4.54765,0,0,0,0,0,0,0
Ben Drake,Presbyterian,13,4.5,90.9,18.2,36.1,39.26,9.7,22.2,0,5.5,3,5,0.6,5,14,0.357,1,4,0.25,4.1,0,27.8,3,-0.0332053,85.3296,7.5,107.277,109.934,0.304545,10.885,-13.3716,-7.17521,-6.19644,-11.5488,4.5385,-7.27441,-4.27436,0.3846,0.8462,1.2308,0,0,0.1538,1.2308
Jerry Carter,Hampton,5,0.7,0,4.3,0,0,0,12.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.57274,-4.23879,0,111.865,119.846,0.0600407,1.25286,-10.8645,-6.63905,-4.22542,-14.392,1.8,-9.45262,-4.93935,0,0.2,0.2,0,0,0,0
Quishon Harris,Old Dominion,3,0.4,0,19.6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,200,0,-0.50586,-0.0102697,0,105.166,111.306,0.104982,0.505193,-22.7919,-17.4367,-5.35519,-20.8417,1.6667,-13.7578,-7.0839,0,0,0,0,0,0,0
Brian Camacho,Charleston Southern,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.326268,-6.567,0,111.645,131.479,-0.00701284,0.105949,-5.54502,-4.42181,-1.12321,-9.8549,1.3333,-5.89339,-3.9615,0,0.3333,0.3333,0,0,0,0
Shea Feehan,Evansville,28,55.2,109.2,19.8,52,58.34,1.5,8.4,9.3,11.5,70,79,0.886,30,64,0.469,51,141,0.362,0.6,1.4,38.5,3,1.88837,110.471,3.7,105.787,106.576,1.87764,106.985,-0.590471,1.77526,-2.36573,0.252571,24.3333,1.15907,-0.906498,0.3333,2.1,2.4333,1.0667,0.5667,0.1667,9.8
Rashaad Goolsby,Portland St,29,45.3,108.2,12.8,48.2,53.79,8,13.3,6.5,18.4,42,64,0.656,37,68,0.544,2,15,0.133,2.8,1.6,77.1,2,0.387217,93.6168,3.2,109.536,112.168,1.08715,89.2012,-1.30623,-0.795858,-0.51037,-1.76506,18.3438,-0.99405,-0.771012,1.5,2.1875,3.6875,0.75,0.6875,0.4062,4.3438
Michael Nuga,Portland St,27,45.9,106.1,22.6,51.5,53.46,3.3,12,9.6,16.9,29,40,0.725,54,99,0.545,42,128,0.328,0.4,1,17.6,2,1.20563,105.089,3.3,112.624,115.805,0.933661,77.0491,-4.25351,0.188293,-4.4418,-2.1913,20.1333,1.27788,-3.46918,0.8,2,2.8,0.9,0.4333,0.0667,10.5333
LaTerrance Reed,Northwestern St,28,58.8,87.9,22.8,41.7,47.13,3.1,6.4,11.4,21,60,80,0.75,30,93,0.323,42,130,0.323,0.2,1.4,35.9,2,0.0686659,88.3002,2.2,111.363,114.602,1.2117,93.9224,-6.29472,-2.51162,-3.78311,-5.35167,23.4839,-2.29587,-3.05579,0.7742,1.3226,2.0968,1.3871,0.5484,0.0323,9.2581
Robert McCoy,Portland St,29,54.2,94.1,18.5,40.9,44.58,9.6,18.8,7.5,19.4,43,71,0.606,48,99,0.485,16,77,0.208,3.2,2.2,40.3,2,0.101878,88.8128,5,106.183,108.734,1.55877,123.799,-1.927,-1.55522,-0.371783,-3.53358,21.9375,-2.50047,-1.03311,2.2812,3.4688,5.75,0.9062,1,0.625,7.375
Victor Curry,Morgan St,24,21.3,89.3,15.9,34.7,44.19,10,20.8,2.3,19.8,24,35,0.686,17,48,0.354,0,1,0,2.3,3.8,71.4,2,-0.262727,79.8398,6.5,96.8174,101.195,0.999733,60.6788,-4.87711,-5.09509,0.217982,-4.36084,10.2308,-4.40102,0.0401784,1.0769,2,3.0769,0.1538,0.6538,0.1923,2.5385
Leon Redd,Bethune Cookman,11,21.3,94.8,17.7,47.2,50.58,1.7,11.2,14.2,23.4,13,17,0.765,11,20,0.55,15,51,0.294,0,1.3,23.9,2,0.159143,89.5074,4.2,104.021,104.937,1.90448,43.35,-4.00921,-2.35909,-1.65012,-3.75022,22,-3.1159,-0.634315,0.3077,2.3846,2.6923,1.8462,0.6154,0,7.4615
Wali Parks,Bethune Cookman,28,45.6,97.4,12.9,46.4,46.98,6,10.6,6.4,14.9,21,44,0.477,42,82,0.512,6,28,0.214,1.1,1,40,2,-0.276658,83.2405,3.5,104.706,108.926,1.35706,84.1447,-3.5064,-2.88103,-0.625362,-4.28781,18.5667,-3.58144,-0.706369,1.1333,2.0667,3.2,0.7333,0.3667,0.2,4.2333
Ranell Bell,Morgan St,2,0.4,151.5,14.4,75,75,0,0,0,0,0,0,0,0,0,0,1,2,0.5,0,10.9,0,2,0.476323,142.366,0,91.0181,95.2436,0.296812,1.524,11.3123,8.00746,3.30483,22.359,2.5,12.8722,9.48677,0,0,0,0,0.5,0,1.5
Cletrell Pope,Bethune Cookman,29,75.8,109.7,21.7,60.5,58.61,14.3,26.4,5.1,16,88,176,0.5,157,256,0.613,3,11,0.273,3.8,1.5,65.9,2,2.02059,106.661,4.8,95.3235,99.2067,3.20891,206.456,0.212388,-0.557231,0.769619,0.762406,29.9032,0.900295,-0.137889,4.3226,7.8387,12.1613,0.6774,0.8065,1.2258,14.0968
"Derek Hawthorne, Jr.",Tennessee Martin,28,67.3,104.4,17.4,46.4,49.8,6.3,12.6,8.7,14.1,43,59,0.729,58,137,0.423,31,88,0.352,0.9,2.5,26.2,2,1.03447,98.1595,2.7,113.722,115.281,1.37054,139.668,-1.02322,0.763563,-1.78678,-1.62861,28.1,0.118225,-1.74683,1.6333,3.1667,4.8,1.5333,1.2667,0.2667,9.6667
Robert Guyton,The Citadel,5,0.6,80.5,17,0,0,14.8,0,41.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0360914,80.029,11.4,125.068,118.145,0.0549595,0.76752,-11.6539,-3.83448,-7.81945,-15.011,2.375,-7.20301,-7.80804,0.375,0.25,0.625,0.5,0,0.125,0.75
Myles Parker,Auburn,12,1.5,62.3,30.7,29.2,32.37,0,5.3,0,16.4,2,4,0.5,2,7,0.286,1,5,0.2,0,2.5,33.3,0,-0.109427,71.0052,8.7,104.184,101.707,0.18457,3.61595,-15.2022,-9.60778,-5.59441,-18.7517,2,-14.7218,-4.02989,0,0.0769,0.0769,0,0.0769,0,0.8462
Juwan Williams,Portland St,11,10.3,72.5,17.2,32.9,32.97,6,11.2,4.6,22.1,1,3,0.333,5,11,0.455,5,27,0.185,1.9,2.4,7.9,2,-0.690638,69.0065,7.7,108.501,108.932,0.768287,21.1949,-6.91917,-4.65704,-2.26213,-7.80392,11.2857,-6.4173,-1.38662,0.5714,1.2143,1.7857,0.6429,0.5,0.2143,3.9286
Jay Vaughan,Lafayette,6,0.8,155.1,20.7,75,75,0,0,26,0,0,0,0,0,1,0,2,3,0.667,0,0,0,0,0.351598,155.008,0,121.056,120.08,0.0488126,0.875162,-3.9524,8.67089,-12.6233,11.3096,1.8571,15.2303,-3.9207,0,0,0,0.1429,0,0,1.1429
Christian Guess,Missouri,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32155,-8.11826,17.1,109.279,104.84,0.597968,0.858084,-0.409757,-1.65775,1.24799,-15.6628,7,-13.8306,-1.83221,0,0,0,0,0,0,0
Luke Toliver,Western Michigan,10,2.7,94.2,19.3,18.8,48.88,0,9.8,0,17.3,9,9,1,0,1,0,1,7,0.143,3.1,1.7,112.5,0,0.0972791,95.7037,3.5,108.072,103.311,0.308485,6.13895,-7.04266,-3.97831,-3.06435,-2.7972,3.8182,-2.53622,-0.260981,0,0.2727,0.2727,0.0909,0.1818,0.0909,1.8182
Faite Williams,Prairie View A&M,24,5.1,67.9,11.8,27.3,34.88,3.1,8.7,4.9,27.1,3,4,0.75,3,8,0.375,0,3,0,0,0.8,36.4,0,-0.295016,57.8865,7,105.883,112.668,0.167501,10.3424,-8.69711,-6.49983,-2.19728,-12.6433,2.76,-9.47609,-3.16725,0.08,0.2,0.28,0.08,0.04,0,0.36
Evan Yerkes,Missouri,1,0.2,0,30.4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.639332,-4.66447,0,111.204,110.917,0.128676,0.216459,-28.5404,-30.0843,1.54391,-34.6093,2,-23.3431,-11.2663,0,0,0,0,0,0,0
Russell Daniels,Montana St,28,33.2,78.8,12.4,38.7,43.53,1.9,6.7,14.5,34.8,13,19,0.684,16,42,0.381,3,11,0.273,0.3,1.6,35.8,2,-1.02539,67.3757,3.8,114.817,116.789,0.646879,65.9591,-8.18269,-5.15011,-3.03258,-8.56564,15.1034,-6.17466,-2.39097,0.2414,0.8621,1.1034,1.4483,0.4138,0.0345,1.8621
John Brown,Texas A&M,5,0.9,0,7.9,0,0,0,0,0,60.6,0,0,0,0,1,0,0,0,0,0,4.8,0,1,-0.752892,-2.94656,3.3,104.713,101.796,0.23037,2.13616,-4.24915,-7.06521,2.81606,-6.09241,2.4,-8.6609,2.56849,0,0,0,0,0.2,0,0
Isaiah Wade,Washington St,29,32.7,98.8,18.7,56.1,53.77,10.1,17.6,7.5,19.3,16,41,0.39,60,102,0.588,0,5,0,0.8,1.7,38.3,2,0.542524,98.3054,6,109.426,107.789,1.08379,81.0602,-3.12257,-1.7414,-1.38117,-3.31084,14.4138,-2.47103,-0.839806,1.2414,2.2414,3.4828,0.5517,0.4483,0.1034,4.6897
Miodrag Dronjak,William & Mary,1,0.2,0,29,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.632819,-3.72594,0,119.232,119.05,0.0722308,0.197427,-33.7604,-31.1142,-2.64617,-36.1995,2,-22.8595,-13.3399,0,0,0,0,0,0,0
A.J. Frazier,Xavier,1,0.1,46.7,20,0,0,122.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.132391,49.3052,0,115.513,109.995,0.0675387,0.0978882,-8.3257,9.50308,-17.8288,-25.3715,1,0.169255,-25.5407,1,0,1,0,0,0,0
Reagan Lundeen,Washington,4,0.3,210.5,10.4,0,105.26,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0.40999,181.98,0,109.949,113.491,0.0692583,0.41563,1.69091,4.76339,-3.07248,5.72087,1.25,4.88529,0.835587,0,0,0,0,0,0,0.5
Ramon Singh,Xavier,1,0.1,211.2,16.1,0,0,122.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4283,210.888,0,115.513,109.995,0.0675387,0.0978882,-4.34485,12.3705,-16.7153,21.9496,1,26.3595,-4.40987,1,0,1,0,0,0,0
Zak Swetye,Xavier,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.328838,-7.30758,0,115.513,109.995,0.0675387,0.0978882,-2.60957,-1.73958,-0.869983,-9.97132,1,-7.39448,-2.57684,0,0,0,0,0,0,0
Clay Patterson,New Mexico,2,0.4,117.7,16.8,0,51.28,0,43.9,0,0,2,2,1,0,0,0,0,1,0,0,0,200,0,0.160911,106.007,0,100.165,110.591,0.163671,1.16561,-12.0245,-3.56485,-8.45962,-3.31529,4.3333,-3.96415,0.648858,0.3333,0.6667,1,0.3333,0,0,0.6667
Kawanise Wilkins,Western Michigan,31,57.1,95.1,20,44.9,49.75,6.9,16.1,14,21.6,54,74,0.73,70,139,0.504,12,57,0.211,0.6,1.2,37.8,1,0.652537,95.697,5.1,108.164,106.489,1.81929,129.303,-1.93328,-1.55872,-0.374566,-2.84189,23.1875,-2.59938,-0.24251,1.375,3.3125,4.6875,1.5625,0.5,0.125,7.3438
Adam Mikula,Boston University,4,0.5,62,9.6,0,0,20.5,21.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.19688,49.6331,0,110.856,113.866,0.0811556,0.882346,-13.7059,-5.14219,-8.56376,-7.93426,1.5,-3.61605,-4.31821,0.25,0.25,0.5,0,0,0,0
Isaiah Rollins,Southern Univ,25,19.8,80.8,16.3,36.2,39.34,2.5,11.2,8.1,17.5,9,13,0.692,13,35,0.371,7,30,0.233,0.5,1.9,20,0,-0.453955,74.1633,3.7,109.636,114.952,0.495331,39.5366,-6.90336,-4.49032,-2.41304,-6.22055,9.5385,-4.49077,-1.72978,0.1923,0.8077,1,0.3846,0.3077,0.0385,2.1538
Elishja Duplechan,Nebraska Omaha,9,5.6,44.7,17.1,11.8,17.63,0,7.1,10.2,19.3,3,6,0.5,2,12,0.167,0,5,0,1.7,1.6,35.3,1,-1.19667,43.1188,4.6,111.966,110.053,0.523733,11.4644,-12.2071,-9.71148,-2.49558,-13.1811,8.2,-9.96064,-3.2205,0,0.7,0.7,0.6,0.2,0.1,1.1
Tommy Burton,Coastal Carolina,32,46,103.9,22.5,48.3,53.74,12.4,13.3,7,18.9,74,108,0.685,83,166,0.5,0,6,0,3.2,2.6,62.8,2,1.13858,105.273,6.7,103.305,102.469,1.72495,121.691,0.802585,-0.369805,1.17239,-0.915008,18.2353,-1.45298,0.537967,1.9412,2.1176,4.0588,0.6765,0.8824,0.4706,7.4706
Tyrik Armstrong,Texas Southern,34,48.4,107.1,19.6,47.1,51.68,2.8,7.1,25.9,18,52,64,0.813,64,147,0.435,28,78,0.359,0.4,3.8,28.4,2,1.21755,104.607,2.7,102.557,107.369,1.56828,144.813,-0.239202,1.13405,-1.37326,1.07881,20.9444,0.447734,0.631075,0.5833,1.3889,1.9722,3.0833,1.4444,0.0833,7.6944
Nate Schuster,Iowa St,4,0.4,53.8,20,50,37.97,24.3,108.6,0,37,0,2,0,0,2,0,1,1,1,0,0,66.7,0,-0.154593,51.8173,0,63.0685,62.4137,0.290806,2.33986,-27.0206,-15.9847,-11.0358,-17.9985,1.25,-10.2329,-7.76554,0.25,1.25,1.5,0,0,0,0.75
Carter Boothe,Iowa St,3,0.5,21.9,22,0,0,0,15.5,20.5,37.8,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.540705,20.6771,11.4,104.105,107.228,0.179993,1.08929,-17.4992,-14.8798,-2.61947,-27.801,2.3333,-21.8044,-5.99665,0,0.3333,0.3333,0.3333,0,0,0
Kevin McNeal,Cal St Bakersfield,27,15.9,75.3,17.8,37.7,36.41,5.8,12.8,3.8,20,3,13,0.231,20,48,0.417,1,9,0.111,0.7,0.9,22.8,2,-0.392712,71.8898,4.4,109.459,110.777,0.471224,29.4627,-9.2849,-6.00525,-3.27965,-8.39988,7.9667,-5.8881,-2.51177,0.5,0.7333,1.2333,0.2,0.2,0.0333,1.8333
Landon Taliaferro,Fairfield,30,69.7,107.9,19.7,54.3,55.75,1.2,7.7,7.4,10.7,31,42,0.738,34,98,0.347,90,213,0.423,0.4,1.4,13.5,2,1.76736,105.143,2.3,106.889,111.543,1.79041,128.809,-1.26057,1.08583,-2.3464,0.510377,28.8,2.15772,-1.64735,0.3,1.7333,2.0333,1,0.7,0.1,12.3
Travell Washington,Illinois Chicago,26,22.9,79.6,13,47,46.01,4.2,8.5,2.4,24.7,6,16,0.375,4,15,0.267,13,35,0.371,1.6,0.4,32,0,-0.6364,70.0583,6.6,109.365,108.608,0.762598,40.0731,-6.43643,-4.67933,-1.7571,-6.5475,11.0714,-5.60081,-0.946684,0.3571,0.8571,1.2143,0.1429,0.1071,0.1429,2.1429
