player_name,team,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts
Thomas Booker,USC Upstate,5,4.4,54.2,20.8,25,26.25,0,4.7,4,10.9,1,2,0.5,5,10,0.5,0,10,0,0,0,10,1,-1.19034,53.8271,3.9,117.671,121.319,0.288071,5.60883,-16.6998,-9.69306,-7.00674,-16.0084,10.8333,-10.5046,-5.50379,0,0.6667,0.6667,0.1667,0.1667,0,4.1667
Cameron Woodyard,UNC Asheville,3,0.4,125.6,17.5,0,52.63,30.4,31.4,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0.169954,124.192,0,114.643,103.05,0.122181,0.6932,-14.0541,-0.765068,-13.2891,1.87987,1.5,5.84052,-3.96065,0.25,0.25,0.5,0.5,0,0,0.25
Ross Owens,Missouri St,15,3.5,93.9,13.4,42.9,39.33,5.8,3.1,12.8,10.5,1,4,0.25,0,0,0,2,7,0.286,0,4.2,57.1,2,-0.0276315,84.6805,4.7,101.987,102.701,0.266166,7.73717,0.391448,1.09164,-0.700193,-1.32914,4,-2.60597,1.27682,0.3125,0.25,0.5625,0.375,0.25,0,1.375
Jordan Bell,Loyola Marymount,30,19.3,88.5,19.9,42.3,46.28,9.6,15.3,10.1,24,10,11,0.909,20,46,0.435,5,19,0.263,3.4,2.3,16.9,1,0.0502567,89.2174,6.3,98.0479,97.8315,0.903567,45.7447,-1.49405,-3.02765,1.5336,-2.91827,8.8125,-3.90212,0.983851,0.6562,1.125,1.7812,0.4062,0.375,0.3438,2.7188
Jacob Guest,Northwestern St,25,17.8,86.9,20.5,39.6,40.07,3.7,9,8,9.6,3,6,0.5,7,17,0.412,17,65,0.262,0,0.6,7.3,2,-0.0684211,84.9813,1.8,112.154,116.132,0.368107,27.1864,-7.74994,-2.11919,-5.63076,-4.98543,8.3704,-1.01286,-3.97257,0.2963,0.6667,0.963,0.2593,0.0741,0,2.963
Brendan Rumel,Portland St,27,22.1,102.2,16.7,56.7,58.82,9.2,14.2,2.4,25.1,16,24,0.667,34,60,0.567,0,0,0,4,0.4,40,1,0.203029,93.6381,7.4,110.716,113.513,0.523863,40.9747,-6.09974,-3.5791,-2.52064,-5.80472,10.4333,-3.97468,-1.83003,1.0333,1.2667,2.3,0.1,0.0667,0.3333,3.5667
Michael Mayhew,Portland St,24,30.1,111,18,50.4,52.63,7.3,6.2,9,16.2,16,22,0.727,11,28,0.393,31,86,0.36,0,1.9,19.3,3,0.791992,103.182,4.4,112.369,115.005,0.727981,51.226,-1.76032,1.98125,-3.74156,-1.68762,14.6667,0.905967,-2.59359,1.0417,0.75,1.7917,0.6667,0.5,0,5.4583
Chibueze Jacobs,Sacramento St,28,34.1,105.1,15,51.2,55.16,6.8,16.8,2.5,15.9,25,35,0.714,28,60,0.467,10,24,0.417,3.2,1.7,41.7,2,0.274252,93.2576,4.9,102.993,105.55,1.13064,71.2078,-3.81374,-2.91326,-0.900474,-3.09692,13.5806,-2.57688,-0.520041,0.9355,1.9032,2.8387,0.1935,0.3871,0.3871,3.9677
Keljin Blevins,Montana St,30,68.5,91.2,23.9,44.3,46.9,5.5,18,10.8,17,56,89,0.629,109,243,0.449,21,74,0.284,1.1,1.4,28.1,3,0.41977,91.7279,3,111.552,113.885,1.53109,157.882,-6.24589,-3.39994,-2.84595,-5.86371,28.3548,-2.78987,-3.07384,1.4839,4.4516,5.9355,1.6129,0.7419,0.2581,11.7097
Kory Jones,Arizona,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.491256,-6.92325,0,108.929,109.74,0.102632,0.343213,-2.09291,-2.9461,0.853188,-8.03114,1.5,-6.06914,-1.962,0,0,0,0,0,0,0
Mustapha Heron,St. John's,31,71.4,99.8,23.7,50.9,55.16,3.4,13.3,7.9,16.7,98,130,0.754,105,230,0.457,48,118,0.407,0.7,1.9,37.4,2,2.10069,106.8,4,104.752,101.237,3.05952,167.953,-1.3674,-0.52275,-0.844649,-0.612098,31.6774,-0.0877311,-0.524367,0.9677,3.6774,4.6452,1.3226,1.0645,0.1935,14.5806
Will Macoy,Auburn,10,1.3,76.6,15.6,25,36.87,0,6.2,8,18.5,2,3,0.667,1,2,0.5,0,2,0,13.3,5.8,75,2,-0.0936305,73.9669,0,92.2161,90.7463,0.268662,4.97264,7.62254,-2.14357,9.76612,5.75212,2.0909,-0.511978,6.2641,0,0.0909,0.0909,0.0909,0.1818,0.1818,0.4545
Brachen Hazen,Ball St,17,23.6,106.7,15.6,64.4,64.13,6.7,17.6,4.2,23.3,21,35,0.6,26,41,0.634,8,18,0.444,2,0.9,59.3,1,0.891236,101.785,4.6,100.266,98.5865,1.92043,58.7738,-0.525328,-1.22071,0.695377,0.22832,18.0588,-0.864544,1.09286,1,3.0588,4.0588,0.4118,0.2941,0.3529,5.7059
Trey Carver,Hampton,25,23.5,95.1,12.3,35.8,37.87,8.3,9.9,4.9,7.4,10,21,0.476,17,52,0.327,3,8,0.375,0.4,0.9,35,2,-0.229068,81.9661,1.8,110.242,111.781,0.737287,46.9251,-5.36325,-2.73968,-2.62357,-5.26632,12.75,-2.49472,-2.7716,0.9643,1.3571,2.3214,0.5,0.1786,0.1071,2.2143
John Whitley,East Carolina,10,1,264.1,3.8,0,105.26,0,9,12.9,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0.574428,214.798,3.1,112.542,110.103,0.0755571,1.20536,-0.260598,2.807,-3.0676,0.103923,1.3,0.12103,-0.0171068,0,0.1,0.1,0.1,0,0,0.2
Soufiyane Diakite,Bethune Cookman,19,30.5,89.1,23.2,51.3,51.99,8.9,17.6,10.4,27.4,20,37,0.541,46,96,0.479,10,23,0.435,3.7,2.4,31.1,3,0.0649071,88.4669,4.8,97.3604,100.466,1.79628,71.0171,-5.30657,-6.50456,1.198,-5.40372,18.5714,-5.3369,-0.0668201,1.8095,3.5714,5.381,1,0.9048,0.619,7.7143
Djimon Henson,Morehead St,31,46.5,89.4,14.5,39.2,41.55,3.1,8.6,5.5,10.8,14,17,0.824,23,69,0.333,26,89,0.292,1.1,0.2,10.8,2,-0.373915,81.6592,2.7,115.163,114.7,0.951575,78.0997,-5.98215,-2.61656,-3.3656,-5.80935,18.8485,-3.06186,-2.74749,0.5758,1.4545,2.0303,0.697,0.1212,0.1818,5.0303
Dondre Griffin,Hampton,23,17.3,100.9,16.2,51.6,53.47,2.8,7.7,8.1,18.1,6,7,0.857,9,19,0.474,16,45,0.356,0,0.2,10.9,2,0.16827,92.5319,6.3,112.171,113.83,0.518323,31.0375,-5.66273,-1.31545,-4.34728,-6.40917,10.1538,-3.15778,-3.2514,0.2692,0.8077,1.0769,0.4231,0.0769,0.0385,3.7692
E.J. Datcher,Mississippi St,6,1.2,83.2,13.5,50,50.63,0,41.5,0,25.4,1,2,0.5,0,1,0,1,2,0.5,0,3.4,66.7,2,-0.140864,73.1307,14.1,89.6231,90.7663,0.380406,4.77691,-7.9114,-5.60468,-2.30672,-3.68526,2.8333,-6.89965,3.2144,0,1,1,0,0.1667,0,0.6667
Tyson Carter,Mississippi St,34,63.6,116.3,17.8,55,56.77,0.6,8.5,10.9,12.4,32,40,0.8,70,127,0.551,60,164,0.366,0.1,2.7,13.7,2,2.71992,118.246,2.3,105.344,99.1575,2.67694,139.457,3.91497,3.98591,-0.0709409,4.54747,25.6471,2.89347,1.654,0.1176,1.8529,1.9706,1.5,1.1765,0.0294,10.3529
Abdul Ado,Mississippi St,31,54.4,109.5,11.1,61.4,62.62,8.8,13.6,2.8,24.7,43,69,0.623,51,83,0.614,0,0,0,8.5,1.6,83.1,1,1.10167,100.776,4.7,101.242,94.7186,2.87383,142.681,6.73704,1.20863,5.52841,2.93112,24.0323,-0.422982,3.35411,1.7419,2.7742,4.5161,0.4194,0.6452,1.8387,4.6774
James Pyle,SMU,5,0.6,25,16.4,0,0,0,0,19.2,0,0,0,0,0,1,0,0,2,0,0,0,0,2,-0.34781,24.8125,0,118.045,116.385,0.072583,0.706648,-20.1922,-10.0175,-10.1747,-16.4533,1.6,-8.86558,-7.58768,0,0,0,0.2,0,0,0
Aaron Spivey,Wake Forest,12,2,106.3,21.1,38.9,45.23,4.2,14.1,26.6,11,2,2,1,2,4,0.5,1,5,0.2,0,2.3,22.2,3,0.20165,115.643,1.6,108.577,102.885,0.190125,4.47052,1.40674,2.63031,-1.22357,5.06303,2.0833,3.25639,1.80664,0.0833,0.25,0.3333,0.25,0.0833,0,0.75
Matt Schaffer,Toledo,5,0.4,0,19.6,0,0,0,0,0,58.8,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.303517,-0.0105093,0,109.3,111.905,0.0609115,0.518912,-20.267,-17.3493,-2.91774,-24.8389,1.5,-16.4181,-8.42087,0,0.1667,0.1667,0.1667,0,0,0
Preston Parks,Tennessee Martin,27,71.5,93,22.3,42.7,47.79,1.9,12.7,18.7,22.6,61,73,0.836,50,152,0.329,45,123,0.366,0.1,1.9,26.5,2,0.607413,93.1641,2.5,115.442,116.874,1.33972,137.17,-4.51381,-1.42413,-3.08968,-5.00261,30.8214,-2.11894,-2.88367,0.5357,3.3571,3.8929,3.5,1.1071,0.0357,10.8571
Ezekiel Balogun,North Florida,30,23.9,91.6,21.2,56.2,55.87,13.1,17,4.6,28.7,9,18,0.5,38,68,0.559,8,21,0.381,4.7,3.1,20.2,2,0.231355,94.221,6.1,97.3886,98.0843,1.07332,73.0161,-0.555243,-2.50079,1.94555,-1.52159,9.9375,-2.75416,1.23257,1.25,1.7188,2.9688,0.25,0.5938,0.5625,3.6562
Kaelon Harris,The Citadel,18,17.5,74.5,18.2,39.5,41.47,6.5,15.9,10.3,32.2,6,11,0.545,11,20,0.55,4,23,0.174,3.2,1.7,25.6,2,-0.531494,72.9233,3.8,114.759,113.294,0.591086,36.9523,-6.74104,-5.48813,-1.25291,-7.95264,12.0952,-4.90916,-3.04348,1,2.1429,3.1429,0.9524,0.3333,0.3333,2.619
Tyler Burgess,The Citadel,24,8.3,78.1,24.3,37.5,38.16,1.1,12.3,4,9.7,1,1,1,0,1,0,12,47,0.255,1.4,0,2.1,2,-0.0738346,81.7881,1.3,121.028,119.766,0.126207,12.9669,-11.8935,-3.77779,-8.11569,-9.95285,4.6667,-2.74796,-7.20489,0.0741,0.5185,0.5926,0.1481,0.037,0.1481,2.4444
Khalill Spencer,Jackson St,27,21.9,95.5,14.4,60.9,60.1,9.8,14.7,5.1,29.7,5,10,0.5,28,45,0.622,0,1,0,0.9,2.3,21.7,2,-0.0911223,84.7602,8.3,98.2957,104.261,0.850988,49.6814,-3.74064,-3.75246,0.0118196,-5.44431,9.4828,-6.09025,0.645942,0.7931,1.1724,1.9655,0.2069,0.4138,0.1379,2.1034
Quinton Rose,Temple,33,85.3,92.4,26.9,44.9,47.89,1.4,11.3,15.2,15.4,89,130,0.685,163,351,0.464,41,149,0.275,0.7,3.5,26,2,1.86817,103.237,2.3,99.5579,96.8336,3.86258,225.004,1.06568,-0.295479,1.36116,0.897234,34.6364,-0.43765,1.33488,0.4545,3.3333,3.7879,2.4848,2.1515,0.2121,16.303
Damion Moore,Temple,26,19.9,130.3,13.1,63.3,64.63,12,14.5,5.6,11.4,13,19,0.684,31,49,0.633,0,0,0,4.7,1.7,38.8,2,1.18503,121.193,4.5,100.121,97.5549,1.12069,51.361,4.9711,1.90028,3.07082,3.35744,10.2692,1.66923,1.6882,1.1154,1.2692,2.3846,0.3077,0.3077,0.4231,2.8846
Matt Elmore,UNC Wilmington,10,3.2,78.3,11.8,44.4,44.44,2.7,14.2,0,23,0,0,0,4,8,0.5,0,1,0,2.8,0,0,1,-0.264571,68.6239,7.6,117.25,116.041,0.188477,6.51855,-10.1995,-6.73897,-3.46054,-7.52823,4.2727,-6.14793,-1.3803,0.0909,0.4545,0.5455,0,0,0.0909,0.9091
Alani Moore II,Temple,32,36.4,100.3,15.7,46.9,51.08,2,6,14.1,17.8,25,32,0.781,16,41,0.39,25,73,0.342,0,2.6,28.1,2,0.512932,97.2649,3,103.87,100.893,1.49409,79.286,0.240637,0.327627,-0.0869899,-0.12013,15.25,-1.11288,0.992748,0.2812,0.7812,1.0625,1.2188,0.6875,0,4.125
V.J. Holmes,Lamar,29,59.8,85.4,15.5,41.1,44.87,3.5,10,18.4,29.5,40,73,0.548,44,97,0.454,3,21,0.143,3.1,2.3,61.9,2,-0.880855,76.8513,2.9,103.961,107.63,1.8127,128.114,-1.81356,-2.95664,1.14308,-2.51192,24.1212,-2.90854,0.39662,0.8788,2.1515,3.0303,2.6061,1.1515,0.6061,5.1212
Jaylen Fornes,UNC Wilmington,29,41.8,101.6,20.3,47.3,51.86,6.2,9.9,6.7,17.1,37,41,0.902,40,91,0.44,31,92,0.337,0.7,1.1,22.4,2,0.771547,99.5313,3.5,117.799,116.826,0.807262,81.6886,-2.793,0.0171851,-2.81019,-2.95561,18.5667,-0.315159,-2.64045,1,1.5,2.5,0.7333,0.3667,0.1,7.1667
Eli Pemberton,Hofstra,34,85.9,115.2,21.9,51.2,57.86,4.9,11.8,11.7,13.2,161,210,0.767,110,218,0.505,43,123,0.35,0.3,1.4,61.6,2,3.24419,114.682,2.6,108.138,109.74,2.34982,188.047,0.456177,2.73201,-2.27583,-0.419741,35.3529,1.57694,-1.99668,1.3235,3.5,4.8235,2.2941,0.8529,0.0882,15
Stafford Trueheart,Hofstra,29,21.4,98,16.6,44.6,44.27,6.1,15.5,6.3,9.5,4,11,0.364,18,37,0.486,13,47,0.277,4,1.4,13.1,2,0.113934,90.739,4.1,104.629,106.392,0.801074,54.7747,-2.15737,-1.07878,-1.07859,-1.9895,10.7333,-1.45843,-0.531072,0.6667,1.5333,2.2,0.4333,0.2333,0.4,2.8333
Dejuan Clayton,Coppin St,31,80.2,97.6,24.4,44.2,50.9,0.9,8,27.9,18.5,134,179,0.749,111,227,0.489,31,129,0.24,0.2,1.5,50.3,1,1.43493,99.5808,2.2,109.245,114.103,1.81253,165.167,-3.94403,-0.707345,-3.23668,-3.70001,34.3871,-1.34742,-2.35259,0.2903,2.6129,2.9032,3.8387,0.9032,0.0645,14.4839
Evan Wieck,Navy,31,58.2,120.8,18,66.1,66.4,13.8,12.5,9.1,18.4,56,87,0.644,109,165,0.661,0,0,0,1.2,1.4,52.7,2,2.23749,115.144,4.6,107.75,108.923,1.65962,122.562,2.9847,2.72202,0.26268,0.728103,23.2903,1.3265,-0.598401,2.9677,2.5161,5.4839,0.9355,0.5484,0.2258,8.8387
Joshua Thomas,Eastern Washington,2,0.2,200,8.9,100,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19.2,0,1,0.369651,158.477,26.7,69.6392,75.3696,0.281531,1.38504,22.0479,8.54073,13.5071,17.504,1.6667,-9.0059,26.5099,0.3333,0,0.3333,0,0.3333,0,1.3333
Armani Dodson,UCLA,7,0.7,0,0,0,0,0,29.8,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,2,-0.468214,-6.99413,4,97.1957,96.5436,0.163163,2.56702,-1.29932,-5.32216,4.02284,-1.08979,1.4286,-4.34334,3.25355,0,0.4286,0.4286,0,0,0.1429,0
Rodney Herenton,Stanford,6,0.9,103.4,21.3,50,50,0,9.8,0,0,0,0,0,3,5,0.6,0,1,0,0,5.1,0,2,0.142351,109.835,0,96.0886,91.4281,0.241935,2.44348,-3.28514,-1.72754,-1.5576,3.49519,1.8333,-0.22697,3.72216,0,0.1667,0.1667,0,0.1667,0,1
Brandon Suggs,UMKC,30,30.7,115.1,11.7,62.5,59.05,10.3,15.7,2.5,14.5,18,38,0.474,30,48,0.625,0,0,0,3.9,1.7,79.2,1,0.57446,100.5,4.8,106.237,105.547,1.05523,68.0788,-0.871705,-1.5616,0.689897,-1.28411,12.7097,-1.13757,-0.146535,1.0968,1.5484,2.6452,0.1935,0.3548,0.4516,2.5806
Bryce Barnes,Milwaukee,24,52.8,81.5,18.4,38.7,43.26,2.3,8.3,18.6,26.8,33,49,0.673,37,106,0.349,12,36,0.333,0.6,1.8,34.5,2,-0.791528,78.8057,3,111.151,111.125,1.67714,100.889,-5.48999,-4.22299,-1.267,-5.75077,26.36,-4.43942,-1.31134,0.52,1.92,2.44,2.68,0.84,0.12,6.12
Jeremiah Bell,UAB,33,65.1,96.3,17.2,46.9,48.33,1.2,9.4,12.9,17.8,27,45,0.6,49,108,0.454,39,121,0.322,0.3,1.2,19.7,2,0.550576,93.5503,2.5,106.306,108.674,1.87843,131.329,-2.27395,-0.605425,-1.66853,-2.41126,26.0286,-1.43866,-0.972603,0.2571,2.1429,2.4,1.9143,0.5429,0.0857,7.7143
Cole Long,Detroit,19,12.4,109.9,13.6,52.9,52.85,8.3,13.6,3.7,13.7,2,4,0.5,11,23,0.478,5,12,0.417,3.7,0.7,11.4,2,0.361915,100.326,6,114.706,113.386,0.452044,24.8037,-3.16204,-1.22993,-1.93212,-5.50764,8.1053,-2.48642,-3.02122,0.6316,0.9474,1.5789,0.1579,0.1053,0.2632,2.0526
Trevor Anderson,Wisconsin,8,4,128.2,10.6,65,65,2.1,16,10.2,10.4,0,0,0,5,9,0.556,1,1,1,0,0,0,1,0.669194,115.008,2.1,98.1938,94.1667,0.857232,8.53103,0.505217,-0.6125,1.11772,-0.396251,7,-1.16529,0.769034,0.125,1,1.125,0.375,0,0,1.625
Kam Hankerson,Green Bay,36,56.3,100.5,18.3,48.2,51.66,3.6,8.2,12.1,16.9,42,50,0.84,66,139,0.475,38,116,0.328,3.2,1.9,19.6,2,0.752551,97.0905,2.6,108.69,107.075,1.74879,148.726,-0.398943,-0.362271,-0.0366726,0.0339502,22.5,0.106995,-0.0730449,0.7632,1.7632,2.5263,1.6316,0.9211,0.6579,8.0526
Shizz Alston Jr.,Temple,33,90.6,111,27.2,50.2,55.81,1.5,7.1,28.4,14.5,138,152,0.908,108,228,0.474,99,283,0.35,0.5,2.3,29.7,3,4.72179,125.008,2.1,103.948,101.103,3.56561,196.484,4.96758,5.6265,-0.658926,6.21011,36.7879,5.83221,0.377901,0.5152,2.2424,2.7576,5.0303,1.4848,0.1515,19.7273
Dejan Vasiljevic,Miami FL,32,79.8,114.1,17.1,53,56.07,3.7,12.7,7.2,9,45,49,0.918,44,91,0.484,81,221,0.367,0.1,1.3,15.7,2,3.0536,115.039,2,106.649,101.931,3.04773,164.301,2.82797,3.36963,-0.541664,3.02718,32.0312,3.18052,-0.153333,1.0312,3.4688,4.5,1.1562,0.6875,0.0312,11.75
Bruce Moore,Bucknell,33,64.5,111.3,18.2,53.4,59.41,6.1,14.8,6.3,15.6,100,133,0.752,73,136,0.537,25,71,0.352,1.4,0.9,64.3,2,1.76483,107.186,5,104.001,104.489,2.23374,151.137,-0.432112,-0.0564813,-0.375631,-0.810353,25.8788,-0.667636,-0.142717,1.3333,3.4545,4.7879,0.8788,0.4242,0.3636,9.7273
Avi Toomer,Bucknell,33,63,108.4,17.7,55,57.1,4.2,12.3,13.5,16.8,48,72,0.667,48,82,0.585,48,136,0.353,0.9,2.8,33,2,1.41386,103.622,5.6,101.14,101.615,2.43542,167.187,2.96998,1.697,1.27298,1.11707,25.303,-0.595862,1.71294,0.9091,2.8182,3.7273,1.8485,1.2424,0.2121,8.7273
Tyler Scanlon,Boston University,32,83.3,108.3,22.4,53.2,56.03,3.2,15.9,18.6,17.7,60,75,0.8,115,211,0.545,50,146,0.342,0.6,2.4,21,2,2.4434,108.599,1.8,106.51,108.483,2.42427,192.734,1.61493,2.2116,-0.596671,2.10445,33.4375,2.58883,-0.484377,0.875,4.0938,4.9688,3.3125,1.375,0.1562,13.75
Max Mahoney,Boston University,32,67.3,119.3,28.4,63,63.59,11.5,19.3,14.2,14.6,84,132,0.636,223,354,0.63,0,0,0,3,1.7,37.3,2,3.8313,128.464,4.7,105.515,107.469,2.05451,162.357,3.82291,4.04582,-0.22291,4.36955,27.0312,5.03002,-0.660469,2.5312,4.0312,6.5625,1.6562,0.7812,0.6562,16.5625
Mark Gasperini,American Univ,28,59.7,99.2,24.6,50.4,51.54,7.6,14.2,18.8,18.4,37,64,0.578,124,242,0.512,1,7,0.143,2,1.5,25.7,2,1.24412,101.494,4.3,102.639,105.552,2.11896,120.546,-2.54467,-1.82699,-0.71768,-2.64032,26,-1.73362,-0.906698,1.5714,3.1786,4.75,2.2857,0.6429,0.5,10.2857
Sa'eed Nelson,American Univ,30,89.8,108.6,30.5,54,58.58,3.4,14.7,31.2,19.2,163,227,0.718,177,315,0.562,26,85,0.306,1.5,3.8,56.8,2,3.86514,118.484,2.5,97.9202,100.893,3.56838,215.274,4.14167,2.90878,1.23289,5.29332,36.5,3.582,1.71132,0.9667,4.6,5.5667,5.1667,2.3667,0.5333,19.8333
Marcus Dickinson,Boise St,32,79.7,108.6,11.4,50.6,55.26,1.1,9.2,9.6,15.4,37,41,0.902,33,67,0.493,34,99,0.343,0.1,1.9,24.7,2,0.943065,95.9844,2.3,105.677,105.866,2.60959,162.452,1.72365,1.14773,0.575927,0.249862,32.0606,-0.764258,1.01412,0.303,2.2727,2.5758,1.8788,1.0606,0.0303,6.4545
Alex Hobbs,Boise St,29,69.7,108.3,20.4,52.9,56.76,1.2,13.7,13,14.1,55,62,0.887,96,184,0.522,34,94,0.362,0.1,1.4,22.3,2,2.3302,109.307,2.1,105.538,105.872,2.5155,142.996,0.24408,1.08159,-0.837508,1.14251,31,1.4654,-0.322894,0.2667,3.2333,3.5,1.9667,0.7667,0.0333,12.0667
David Cole,Robert Morris,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.326847,-6.73395,0,111.994,124.387,0.0175959,0.101426,-5.98271,-4.54279,-1.43992,-1.82794,3,-0.758527,-1.06941,0,0,0,0,0,0,1.5
Maik Kotsar,South Carolina,29,54.7,90.9,18,44.7,44.44,7.7,13.9,7.6,16.1,26,64,0.406,80,183,0.437,3,6,0.5,3.4,2.4,33.9,2,0.449746,93.0015,5,100.931,95.8395,2.72768,139.83,2.33148,-0.908815,3.2403,0.557493,23.3667,-1.67452,2.23201,1.7,2.9667,4.6667,0.9,0.9667,0.8667,6.7333
Sedee Keita,St. John's,22,21.5,87.5,11.6,40,43.12,4.5,12.8,5.4,17.7,11,20,0.55,18,44,0.409,0,1,0,8.2,1.9,44.4,1,-0.361593,79.5987,6.6,101.142,95.1798,1.57704,60.8624,0.391872,-4.24104,4.63291,-1.58613,13.4091,-4.4695,2.88337,0.5455,1.5,2.0455,0.4545,0.4545,0.9091,2.1364
Hassani Gravett,South Carolina,31,73.9,109.3,18.8,53.8,56.61,2.1,12.2,15.3,17.2,54,71,0.761,55,126,0.437,66,160,0.412,1,1.4,24.8,3,2.69639,113.747,3,105.14,99.486,3.07417,158.102,4.1465,3.28308,0.863421,4.27288,29.5938,3.0191,1.25378,0.5938,3.1875,3.7812,2.4375,0.7812,0.25,11.5
Jordan Geist,Missouri,32,83.7,112.8,23.2,53.3,57.27,2.9,13.8,20.2,16.7,100,132,0.758,90,168,0.536,65,184,0.353,0,1.9,37.5,3,4.11751,122.892,2.1,101.985,96.1312,3.87276,191.112,6.82179,4.87945,1.94235,6.88963,33.75,4.61439,2.27524,0.8125,3.8125,4.625,3.0312,1.0625,0,14.8438
Reed Nikko,Missouri,32,27.7,102.7,15.7,60.6,60.61,9.7,12.7,4.2,26,11,19,0.579,43,71,0.606,0,0,0,5,1.4,26.8,2,0.521037,101.023,6.3,100.506,94.7378,1.33369,67.1072,3.28818,-0.832116,4.1203,0.702482,11.1562,-1.98858,2.69107,0.9062,1.1562,2.0625,0.2188,0.25,0.4375,3.0312
Pat Andree,Lehigh,29,67.6,118.3,19,57.8,59.75,3.2,19.7,10.7,9,49,67,0.731,58,116,0.5,70,166,0.422,0.7,1,23.8,2,2.75088,114.9,2.5,106.276,107.825,2.16863,163.651,2.15401,3.37766,-1.22365,2.99907,29.1379,4.01001,-1.01094,0.7241,5.5172,6.2414,1.6552,0.5172,0.1724,12.931
Kyle Stout,Lafayette,29,39.9,106.9,14,60.6,61.61,1.8,11.8,8.5,19.9,5,5,1,13,25,0.52,35,83,0.422,0.4,1,4.6,2,0.460376,95.768,3.7,114.581,116.444,0.721038,69.8012,-3.50242,-0.151898,-3.35052,-3.66448,16.2333,-1.03591,-2.62857,0.2333,1.5667,1.8,0.7667,0.2667,0.0667,4.9667
Myles Cherry,Lafayette,19,31,101.1,17,59.2,57.85,8.8,21.6,6.4,21.9,7,17,0.412,47,75,0.627,3,12,0.25,1.2,1.2,19.5,2,0.496965,94.9909,3.9,110.488,112.292,1.13257,66.0281,-4.41738,-2.10325,-2.31413,-3.69704,19.15,-1.79868,-1.89836,1.6,3.5,5.1,0.75,0.5,0.25,5.9
Jordan Cohen,Lehigh,31,79,122.7,19.8,61.3,66.6,3,10.1,20.6,17.9,102,118,0.864,89,161,0.553,47,99,0.475,1.2,2.3,45.4,2,3.61646,120.456,2.7,106.812,108.41,2.30683,186.91,4.23473,4.25841,-0.0236789,3.81629,31.8387,3.6095,0.206791,0.7419,3.0968,3.8387,3.5806,1.3226,0.3548,13.5806
Lukas Jarrett,Lafayette,29,58.6,105.9,16.3,54.2,58.02,5.3,17.1,13.5,21.7,37,47,0.787,57,101,0.564,14,43,0.326,7.3,2.3,32.6,2,0.880377,98.2897,3.5,105.756,107.475,1.7868,150.396,2.48091,-0.517989,2.9989,1.21124,23.8276,-0.416264,1.62751,1.069,3.4483,4.5172,1.7586,0.9655,1.6552,6.6552
Brevin Galloway,College of Charleston,32,62.6,111.4,15.7,54.6,54.7,3.4,8.3,6.4,9.5,11,20,0.55,46,78,0.59,49,141,0.348,0.3,2.8,9.1,1,1.16715,100.883,2.3,104.278,103.258,2.27779,137.889,1.78775,1.85292,-0.0651733,1.06,25.2424,0.394433,0.665566,0.6667,1.7273,2.3939,0.9394,1.2121,0.0606,7.8788
Chevez Goodwin,Wofford,32,31.8,114,17.4,59.4,56.48,17.9,19.5,2.5,16.6,10,29,0.345,57,96,0.594,0,0,0,3,1,30.2,1,0.992351,109.953,6.8,98.3935,96.769,1.44208,77.7093,0.874069,0.583974,0.290096,-1.4517,13.4,-1.41081,-0.0408922,2.0857,2.1714,4.2571,0.2286,0.2286,0.3143,4.2857
Jackson Rowe,Cal St Fullerton,31,75.7,103.6,19.5,55.8,58.19,6.3,21.8,11.3,20.5,62,90,0.689,123,206,0.597,14,52,0.269,3.3,0.9,34.9,2,1.58395,101.954,3,99.1903,100.007,3.21812,198.518,1.30978,-0.76194,2.07172,1.20189,31.1212,0.465068,0.736819,1.5758,6.3333,7.9091,1.8485,0.5758,1.0606,11.303
Mike Henn,Cal Baptist,26,54.2,105.5,15.2,50.7,52.43,4.7,14.4,6.4,14.8,20,30,0.667,36,60,0.6,25,85,0.294,0.7,0.5,20.7,1,0.699283,96.4186,5.4,109.547,111.393,1.43567,92.278,-1.12263,0.232797,-1.35543,-2.89227,22.8,-1.56716,-1.32511,0.9667,3.1333,4.1,0.8667,0.2,0.1333,6.4
Khalid Campbell,Arkansas Pine Bluff,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.30806,-6.78207,0,115.682,117.349,0.16808,0.364633,-7.49596,-4.22127,-3.2747,-8.30842,4,-7.21367,-1.09475,0,0,0,0,0,0,0
